2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Northampton - Northampton High,02100505,      56,  20.0,        800,  51.6,  48.4,   2.1,  15.4,17
Northampton - R. K. Finn Ryan Road,02100029,      10,  18.7,        187,  47.6,  52.4,   3.7,  23.0,29.9
Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,04060705,      47,  14.8,        468,  42.3,  57.7,   1.3,  38.5,32.9
Northboro-Southboro - Algonquin Regional High,07300505,      86,  17.5,"      1,448",  51.7,  48.3,   1.6,  12.3,5
Northborough - Fannie E Proctor,02130015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northborough - Lincoln Street,02130003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northborough - Marguerite E Peaslee,02130014,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northborough - Marion E Zeh,02130020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northborough - Robert E. Melican Middle School,02130305,      43,  14.3,        616,  48.4,  51.6,   2.1,  18.5,10.1
Northbridge - Northbridge Elementary,02140005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northbridge - Northbridge High,02140505,      40,  17.3,        554,  50.2,  49.8,   0.9,   9.2,23.5
Northbridge - Northbridge Middle,02140305,      40,  18.0,        719,  49.9,  50.1,   1.4,  14.2,23.4
Northbridge - W Edward Balmer,02140001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,08530605,      70,  17.8,"      1,240",  46.6,  53.4,   3.8,  21.4,33.5
Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,08510605,      31,  15.5,        481,  36.8,  63.2,   0.0,  17.0,31.2
Norton - Henri A. Yelle,02180060,      16,  24.8,        397,  49.1,  50.9,   1.3,  16.1,17.9
Norton - J C Solmonese,02180015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norton - L G Nourse Elementary,02180010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norton - Norton High,02180505,      46,  16.8,        716,  47.2,  52.8,   0.3,  12.0,11.9
Norton - Norton Middle,02180305,      54,  17.1,        583,  52.8,  47.2,   1.2,  18.2,14.1
Norwell - Grace Farrar Cole,02190005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwell - Norwell High,02190505,      37,  19.1,        690,  51.0,  49.0,   0.0,  11.6,4.1
Norwell - Norwell Middle School,02190405,      62,  15.8,        508,  51.8,  48.2,   0.0,  18.3,3.5
Norwell - William G Vinal,02190020,      24,  20.5,        493,  47.1,  52.9,   0.2,  14.0,1.8
Norwood - Balch,02200005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - Charles J Prescott,02200025,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - Cornelius M Callahan,02200010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - Dr. Philip O. Coakley Middle School,02200305,      42,  17.7,        742,  48.9,  51.1,   3.4,  18.5,24.5
Norwood - F A Cleveland,02200015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - George F. Willett,02200075,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - John P Oldham,02200020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Norwood - Norwood High,02200505,      66,  15.2,        964,  49.8,  50.2,   7.3,  15.0,21.5
Oak Bluffs - Oak Bluffs Elementary,02210005,      11,  16.5,        180,  48.3,  51.7,  13.3,  18.9,25.6
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,      30,  17.6,        528,  37.7,  62.3,   0.2,  24.4,15.5
Old Rochester - Old Rochester Regional High,07400505,      43,  19.7,        755,  52.6,  47.4,   0.0,   9.8,9.4
Old Rochester - Old Rochester Regional Jr High,07400405,      25,  19.7,        476,  46.0,  54.0,   0.0,  13.2,13
Old Sturbridge Academy Charter Public School (District) - Old Sturbridge Academy Charter Public School,35150205,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Orange - Dexter Park,02230010,      14,  22.1,        309,  43.0,  57.0,   1.3,  28.2,50.2
Orange - Fisher Hill,02230015,      12,  18.2,        218,  48.6,  51.4,   1.4,  28.0,61
Orleans - Orleans Elementary,02240005,      13,  17.5,        228,  47.8,  52.2,   7.9,  20.2,23.7
Oxford - Alfred M Chaffee,02260010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Oxford - Clara Barton,02260005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Oxford - Oxford High,02260505,      30,  20.6,        526,  54.4,  45.6,   1.0,  11.6,29.8
Oxford - Oxford Middle,02260405,      19,  23.7,        448,  47.8,  52.2,   0.2,  14.5,30.6
Oxford - Project C.O.F.F.E.E.,02260305,      11,   4.5,         33,   9.1,  90.9,   0.0,  36.4,51.5
Palmer - Old Mill Pond,02270008,      52,  14.0,        644,  52.0,  48.0,   3.6,  17.1,43
Palmer - Palmer High,02270505,      76,  14.1,        674,  48.7,  51.3,   1.3,  19.0,35.2
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,      84,  13.7,        618,  37.5,  62.5,   0.0,  26.1,35.1
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,      23,  14.0,        292,  55.5,  44.5,  13.4,  14.4,72.3
Peabody - Captain Samuel Brown,02290005,      18,  18.2,        327,  45.0,  55.0,   6.4,  28.4,23.5
Peabody - Center,02290015,      20,  20.1,        401,  51.1,  48.9,  12.2,  14.2,30.4
Peabody - J Henry Higgins Middle,02290305,     127,  17.4,"      1,377",  48.7,  51.3,   5.8,  19.0,25
Peabody - John E Burke,02290007,      15,  15.1,        227,  52.0,  48.0,   0.4,  15.0,15.4
Peabody - John E. McCarthy,02290016,      13,  18.5,        240,  45.4,  54.6,   9.6,  18.3,35.4
Peabody - Peabody Veterans Memorial High,02290510,     105,  14.8,"      1,409",  49.0,  51.0,   4.0,  18.8,25.2
Peabody - South Memorial,02290035,      18,  20.7,        373,  57.4,  42.6,   5.4,  15.0,23.6
Peabody - Thomas Carroll,02290010,      31,  20.4,        616,  53.2,  46.8,  14.9,  14.1,39.6
Peabody - West Memorial,02290045,      12,  15.8,        189,  45.0,  55.0,   0.5,  15.3,12.2
Peabody - William A Welch Sr,02290027,      17,  19.4,        329,  50.5,  49.5,  18.8,  18.5,51.1
Pelham - Pelham Elementary,02300005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pembroke - Bryantville Elementary,02310003,      27,  18.5,        499,  48.9,  51.1,   0.4,  15.2,19
Pembroke - Hobomock Elementary,02310010,      23,  18.4,        420,  43.6,  56.4,   1.4,  13.8,8.6
Pembroke - North Pembroke Elementary,02310015,      32,  15.5,        481,  46.8,  53.2,   1.7,  13.9,11.2
Pembroke - Pembroke Community Middle School,02310305,      49,  20.5,        490,  50.6,  49.4,   0.0,  12.4,13.3
Pembroke - Pembroke High School,02310505,      54,  18.3,        891,  50.3,  49.5,   0.0,   8.8,7.5
Pentucket - Dr Frederick N Sweetsir,07450020,       1,  10.0,         10,  50.0,  50.0,   0.0,  30.0,30
Pentucket - Dr John C Page School,07450015,       8,  18.8,        150,  58.0,  42.0,   0.0,  24.0,8.7
Pentucket - Elmer S Bagnall,07450005,       8,  20.4,        163,  47.9,  52.1,   0.0,  17.8,12.9
Pentucket - Helen R Donaghue School,07450010,      10,  16.8,        149,  50.3,  49.7,   0.0,  27.5,18.1
Pentucket - Pentucket Regional Middle,07450405,      23,  18.1,        417,  43.4,  56.6,   0.0,  18.5,9.4
Pentucket - Pentucket Regional Sr High,07450505,      42,  18.3,        720,  50.0,  50.0,   0.3,  10.6,8.9
Petersham - Petersham Center,02340005,       3,  18.0,         54,  48.1,  51.9,   0.0,  25.9,16.7
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,      10,  16.4,        149,  47.7,  52.3,  26.8,  24.8,80.5
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,      10,  17.1,        161,  43.5,  56.5,  63.4,   9.3,47.2
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,      45,  18.0,        676,  52.5,  47.5,  26.2,   8.6,36.7
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,      28,  16.3,        352,  53.1,  46.9,  23.3,  11.1,25.3
Pioneer Valley - Bernardston Elementary,07500006,       2,  13.0,         26,  46.2,  53.8,   3.8,  19.2,23.1
Pioneer Valley - Northfield Elementary,07500008,       1,  31.0,         31,  51.6,  48.4,   0.0,  29.0,32.3
Pioneer Valley - Pearl E Rhodes Elementary,07500007,       1,   3.0,          3,  33.3,  66.7,   0.0,  66.7,66.7
Pioneer Valley - Pioneer Valley Regional,07500505,      26,  16.0,        335,  50.1,  49.9,   0.3,  12.2,16.1
Pioneer Valley - Warwick Community School,07500009,       1,   8.0,          8,  50.0,  50.0,   0.0,  25.0,25
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,      20,  11.6,        226,  57.5,  42.5,   1.3,   4.0,14.2
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,      45,  12.7,        386,  68.9,  30.8,   0.5,  22.8,20.7
Pittsfield - Allendale,02360010,      17,  17.2,        292,  50.0,  50.0,   4.1,  10.6,50.3
Pittsfield - Crosby,02360065,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pittsfield - Egremont,02360035,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pittsfield - John T Reid Middle,02360305,      39,  15.8,        540,  51.3,  48.7,   1.1,  25.7,54.8
Pittsfield - Morningside Community School,02360055,      23,  16.6,        382,  49.2,  50.8,   8.9,  24.9,76.4
Pittsfield - Pittsfield High,02360505,      65,  12.5,        787,  51.0,  49.0,   4.8,  22.4,35.6
Pittsfield - Robert T. Capeless Elementary School,02360045,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pittsfield - Silvio O Conte Community,02360105,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pittsfield - Stearns,02360090,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Pittsfield - Taconic High,02360510,      47,  14.9,        690,  49.0,  51.0,   2.8,  20.3,38.3
Pittsfield - Theodore Herberg Middle,02360310,      47,  15.5,        642,  51.1,  48.9,   2.3,  21.5,41.6
Pittsfield - Williams,02360100,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Plainville - Anna Ware Jackson,02380010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Plainville - Beatrice H Wood Elementary,02380005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Plymouth - Cold Spring,02390005,      13,  20.0,        260,  52.7,  47.3,   5.8,  13.1,33.1
Plymouth - Federal Furnace School,02390011,      25,  15.8,        396,  48.2,  51.8,   0.3,  24.0,34.3
Plymouth - Hedge,02390010,      11,  14.5,        160,  41.9,  58.1,   8.8,  19.4,52.5
Plymouth - Indian Brook,02390012,      26,  22.3,        579,  49.2,  50.8,   0.0,  15.4,20.4
Plymouth - Manomet Elementary,02390015,      15,  19.3,        290,  52.4,  47.6,   0.0,  17.9,27.6
Plymouth - Nathaniel Morton Elementary,02390030,      27,  21.0,        567,  48.1,  51.9,   2.6,  13.4,19.9
Plymouth - Plymouth Commun Intermediate,02390405,      85,  16.6,"      1,030",  44.1,  55.7,   1.6,  23.4,26.1
Plymouth - Plymouth Early Childhood Center,02390003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Plymouth - Plymouth North High,02390505,      79,  16.7,"      1,222",  51.3,  48.7,   1.8,  15.6,19.1
Plymouth - Plymouth South High,02390515,      65,  17.5,"      1,078",  47.4,  52.6,   0.4,  19.3,16.1
Plymouth - Plymouth South Middle,02390305,      49,  20.2,        724,  47.0,  53.0,   0.0,  20.9,18.2
Plymouth - South Elementary,02390046,      37,  18.0,        666,  45.6,  54.4,   0.0,  17.3,21.8
Plymouth - West Elementary,02390047,      28,  14.2,        397,  47.1,  52.9,   2.3,  18.1,25.2
Plympton - Dennett Elementary,02400010,      14,  14.5,        203,  49.8,  50.2,   0.0,  15.3,17.7
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,      30,  20.8,        601,  50.2,  49.8,   4.0,  16.5,32.1
Provincetown - Provincetown Schools,02420020,      11,  10.9,        120,  51.7,  48.3,  17.5,  22.5,30
Quabbin - Hardwick Elementary,07530005,       5,  19.2,         96,  50.0,  50.0,   0.0,  25.0,39.6
Quabbin - Hubbardston Center,07530010,       6,  22.3,        134,  53.7,  46.3,   0.0,  17.9,14.9
Quabbin - IB School of Quabbin,07530515,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Quabbin - New Braintree Grade,07530020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Quabbin - Oakham Center,07530025,       3,  24.7,         74,  54.1,  45.9,   0.0,   9.5,13.5
Quabbin - Quabbin Regional High School,07530505,      86,  20.3,        653,  53.6,  46.4,   0.2,  12.4,18.4
Quabbin - Quabbin Regional Middle School,07530405,      21,  17.9,        375,  50.7,  49.3,   0.0,  16.5,23.5
Quabbin - Ruggles Lane,07530030,      10,  18.1,        181,  47.5,  52.5,   0.0,  22.7,30.9
Quaboag Regional - Quaboag Regional High,07780505,      24,  15.9,        346,  48.6,  51.2,   2.3,  13.6,28.6
Quaboag Regional - Quaboag Regional Middle Innovation School,07780305,      17,  14.1,        231,  51.5,  48.5,   1.3,  13.4,32.5
Quaboag Regional - Warren Elementary,07780005,      12,  21.9,        262,  51.1,  48.9,   1.9,  16.0,43.5
Quaboag Regional - West Brookfield Elementary,07780010,       8,  20.9,        167,  50.3,  49.7,   0.0,  15.6,25.7
Quincy - Amelio Della Chiesa Early Childhood Center,02430005,      19,  11.9,        226,  43.8,  56.2,   0.0,  66.4,36.7
Quincy - Atherton Hough,02430040,      19,  13.7,        257,  44.0,  56.0,  14.4,  31.9,28.4
Quincy - Atlantic Middle,02430305,      29,  18.6,        510,  49.0,  51.0,  10.0,  12.5,30.2
Quincy - Beechwood Knoll Elementary,02430020,      22,  16.2,        349,  50.7,  49.3,  13.8,  10.9,30.1
Quincy - Broad Meadows Middle,02430310,      37,  13.4,        390,  45.1,  54.9,   6.7,  36.9,41
Quincy - Central Middle,02430315,      34,  18.8,        635,  49.9,  50.1,   4.9,  10.9,21.7
Quincy - Charles A Bernazzani Elementary,02430025,      23,  15.2,        334,  50.9,  49.1,  15.3,  18.0,21.3
Quincy - Clifford H Marshall Elementary,02430055,      34,  16.7,        549,  50.1,  49.9,  25.9,   9.1,41.2
Quincy - Francis W Parker,02430075,      22,  14.5,        320,  41.6,  58.4,  34.1,  15.0,41.3
Quincy - Lincoln-Hancock Community School,02430035,      28,  18.5,        509,  46.6,  53.4,  24.6,  10.6,43.6
Quincy - Merrymount,02430060,      23,  16.4,        343,  48.4,  51.6,  19.5,  18.7,24.8
Quincy - Montclair,02430065,      22,  18.3,        396,  52.0,  48.0,  33.3,   8.1,25.5
Quincy - North Quincy High,02430510,      68,  20.4,"      1,220",  48.8,  51.2,  12.4,  12.1,32.1
Quincy - Point Webster Middle,02430325,      24,  16.6,        373,  46.9,  53.1,   7.0,  15.3,40.2
Quincy - Quincy High,02430505,      93,  18.4,"      1,457",  48.2,  51.6,   9.1,  16.8,33.9
Quincy - Reay E Sterling Middle,02430320,      22,  17.5,        377,  45.9,  54.1,  10.3,  21.8,45.4
Quincy - Snug Harbor Community School,02430090,      47,  10.8,        498,  43.0,  57.0,  13.1,  39.4,56.4
Quincy - Squantum,02430095,      25,  13.9,        342,  50.6,  49.4,   9.4,  20.5,24.3
Quincy - Wollaston School,02430110,      20,  17.3,        338,  50.0,  50.0,  34.6,  10.7,33.7
Ralph C Mahar - Pathways Early College Innovation School,07550515,       1,  36.0,         36,  75.0,  25.0,   0.0,   0.0,13.9
Ralph C Mahar - Ralph C Mahar Regional,07550505,      70,  14.7,        648,  49.4,  50.6,   0.8,  18.1,36.6
Ralph C Mahar - The Gateway to College,07550525,       1, 102.0,        102,  62.7,  37.3,   2.0,   1.0,43.1
Randolph - Elizabeth G Lyons Elementary,02440020,      11,  23.8,        262,  46.2,  53.8,  23.7,  16.0,40.5
Randolph - J F Kennedy Elementary,02440018,      23,  17.2,        395,  48.4,  51.6,  20.3,  26.6,52.2
Randolph - Margaret L Donovan,02440015,      18,  23.6,        421,  46.8,  53.2,  22.3,  14.0,37.8
Randolph - Martin E Young Elementary,02440040,      18,  15.9,        287,  44.9,  55.1,  24.0,  24.0,46.3
Randolph - Randolph Community Middle,02440410,      47,  17.4,        608,  46.4,  53.6,  10.7,  24.3,44.2
Randolph - Randolph High,02440505,      48,  16.9,        683,  43.6,  56.4,  14.2,  15.2,44.7
Reading - Alice M Barrows,02460002,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Reading - Arthur W Coolidge Middle,02460305,      41,  15.3,        472,  45.1,  54.9,   0.2,  18.6,6.6
Reading - Birch Meadow,02460005,       3,  21.7,         65,  44.6,  55.4,   0.0,  27.7,1.5
Reading - J Warren Killam,02460017,       4,  19.5,         78,  44.9,  55.1,   1.3,  17.9,15.4
Reading - Joshua Eaton,02460010,       4,  19.5,         78,  51.3,  48.7,   1.3,  17.9,6.4
Reading - RISE PreSchool,02460001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Reading - Reading Memorial High,02460505,      71,  19.3,"      1,218",  50.3,  49.6,   0.5,  17.5,6.4
Reading - Walter S Parker Middle,02460310,      35,  17.1,        559,  49.6,  50.4,   0.7,  14.5,10.6
Reading - Wood End Elementary School,02460020,       1,  42.0,         42,  47.6,  52.4,   2.4,  19.0,11.9
Revere - A. C. Whelan Elementary School,02480003,      65,  23.1,        771,  47.5,  52.5,  22.6,  18.2,47.2
Revere - Abraham Lincoln,02480025,      62,  19.5,        629,  49.8,  50.2,  34.0,  17.5,46.6
Revere - Beachmont Veterans Memorial School,02480013,      41,  16.1,        337,  47.5,  52.5,  30.9,  17.8,48.1
Revere - Garfield Elementary School,02480056,      71,  19.9,        716,  48.7,  51.3,  41.6,  12.7,52.9
Revere - Garfield Middle School,02480057,      47,  16.0,        540,  48.9,  51.1,  15.7,  10.7,43.7
Revere - Paul Revere,02480050,      48,  20.0,        493,  50.9,  49.1,  30.0,  18.7,46.2
Revere - Revere High,02480505,     155,  22.0,"      1,982",  49.3,  50.7,  17.6,   8.8,39.9
Revere - Rumney Marsh Academy,02480014,      34,  18.7,        601,  46.9,  53.1,   3.7,  21.5,43.8
Revere - Seacoast School,02480520,      26,   9.3,         94,  29.8,  70.2,  11.7,  19.1,55.3
